subjek,comment,text_clean,text_normalized,tokens,tokens_no_stop,tokens_stemmed,final_text
Purbaya Yudhi Sadewa,Iyalah pak purba tolong rakyat.......jangan sekak mat....,iyalah pak purba tolong rakyatjangan sekak mat,iyalah bapak purba tolong rakyatjangan sekak mat,"['iyalah', 'bapak', 'purba', 'tolong', 'rakyatjangan', 'sekak', 'mat']","['iyalah', 'purba', 'tolong', 'rakyatjangan', 'sekak', 'mat']","['iya', 'purba', 'tolong', 'rakyatjangan', 'sekak', 'mat']",iya purba tolong rakyatjangan sekak mat
Purbaya Yudhi Sadewa,"Setelah dari podcast pak Mahfud, lalu kesini. Berasa dengerin dongen dari bapak.",setelah dari podcast pak mahfud lalu kesini berasa dengerin dongen dari bapak,setelah dari podcast bapak mahfud lalu kesini berasa dengerin dongen dari bapak,"['setelah', 'dari', 'podcast', 'bapak', 'mahfud', 'lalu', 'kesini', 'berasa', 'dengerin', 'dongen', 'dari', 'bapak']","['podcast', 'mahfud', 'kesini', 'berasa', 'dengerin', 'dongen']","['podcast', 'mahfud', 'kesini', 'asa', 'dengerin', 'dongen']",podcast mahfud kesini asa dengerin dongen
Purbaya Yudhi Sadewa,Di episode sebelumnya guru Gembul menyatakan Prabowo sumpah tidak ngerti apa-apa,di episode sebelumnya guru gembul menyatakan prabowo sumpah tidak ngerti apaapa,di episode sebelumnya guru gembul menyatakan prabowo sumpah tidak ngerti apaapa,"['di', 'episode', 'sebelumnya', 'guru', 'gembul', 'menyatakan', 'prabowo', 'sumpah', 'tidak', 'ngerti', 'apaapa']","['episode', 'guru', 'gembul', 'prabowo', 'sumpah', 'ngerti', 'apaapa']","['episode', 'guru', 'gembul', 'prabowo', 'sumpah', 'ngerti', 'apaapa']",episode guru gembul prabowo sumpah ngerti apaapa
Purbaya Yudhi Sadewa,Konten ini apa gunanya apa malah bikin2 isu dan pengiringan opini tolol,konten ini apa gunanya apa malah bikin isu dan pengiringan opini tolol,konten ini apa gunanya apa malah bikin isu dan pengiringan opini tolol,"['konten', 'ini', 'apa', 'gunanya', 'apa', 'malah', 'bikin', 'isu', 'dan', 'pengiringan', 'opini', 'tolol']","['konten', 'gunanya', 'bikin', 'isu', 'pengiringan', 'opini', 'tolol']","['konten', 'guna', 'bikin', 'isu', 'iring', 'opini', 'tolol']",konten guna bikin isu iring opini tolol
Purbaya Yudhi Sadewa,"omon"" teruss......BUBARKAN MBG 😎😎",omon terussbubarkan mbg 😎😎,omon terussbubarkan mbg 😎😎,"['omon', 'terussbubarkan', 'mbg', '😎😎']","['omon', 'terussbubarkan', 'mbg']","['omon', 'terussbubarkan', 'mbg']",omon terussbubarkan mbg
Purbaya Yudhi Sadewa,Analisanya bagus pak guru gembul..,analisanya bagus pak guru gembul,analisanya bagus bapak guru gembul,"['analisanya', 'bagus', 'bapak', 'guru', 'gembul']","['analisanya', 'bagus', 'guru', 'gembul']","['analisanya', 'bagus', 'guru', 'gembul']",analisanya bagus guru gembul
Purbaya Yudhi Sadewa,"Disisi mana ya yg dianggap kehebatan nya menkeu yg baru, kalo yg spt ini jg itu mirip2 de pe er.tampilannya aja sengaja ditonjolkan,bicara nya msh terasa surga ditelinga.pikirkan yg benar,tiap bicara blm tentu diblkg mrk gk senyamsenyum udh buat rakyat terpesona kosong.mana hasil sahkan UU perampasan aset, kog belok ke arlojinya,bini nya.tutur katanya yg selangit dan lucunya bicarakan ttg kesalahan negeri lain yaitu cina yg mau investasi di indo,bukannya masalah utama ada didlm negri qt sendiri? Kalo qt jual pasti LN atau cina akan dtg beli.dan lucunya yg diomongkan hanya negara cinacinacina.knp bukn ttg pembelian raffale di perancis pembelian semua brg2 impor lainny ??????😮 jd aneh otakku mikir.fokus nya gak ada.malah bawa dlm pikiran negeri kayangan yg terlalu merasa tinggi di dunia.lupa kalo introspeksi nya kurg,dan bs nya salahin negara lain.",disisi mana ya yg dianggap kehebatan nya menkeu yg baru kalo yg spt ini jg itu mirip de pe ertampilannya aja sengaja ditonjolkanbicara nya msh terasa surga ditelingapikirkan yg benartiap bicara blm tentu diblkg mrk gk senyamsenyum udh buat rakyat terpesona kosongmana hasil sahkan uu perampasan aset kog belok ke arlojinyabini nyatutur katanya yg selangit dan lucunya bicarakan ttg kesalahan negeri lain yaitu cina yg mau investasi di indobukannya masalah utama ada didlm negri qt sendiri kalo qt jual pasti ln atau cina akan dtg belidan lucunya yg diomongkan hanya negara cinacinacinaknp bukn ttg pembelian raffale di perancis pembelian semua brg impor lainny 😮 jd aneh otakku mikirfokus nya gak adamalah bawa dlm pikiran negeri kayangan yg terlalu merasa tinggi di dunialupa kalo introspeksi nya kurgdan bs nya salahin negara lain,disisi mana ya yang dianggap kehebatan nya menkeu yang baru kalo yang spt ini jg itu mirip de pe ertampilannya saja sengaja ditonjolkanbicara nya msh terasa surga ditelingapikirkan yang benartiap bicara blm tentu diblkg mrk gk senyamsenyum udh buat rakyat terpesona kosongmana hasil sahkan uu perampasan aset kog belok ke arlojinyabini nyatutur katanya yang selangit dan lucunya bicarakan ttg kesalahan negeri lain yaitu cina yang mau investasi di indobukannya masalah utama ada didlm negri qt sendiri kalo qt jual pasti ln atau cina akan dtg belidan lucunya yang diomongkan hanya negara cinacinacinaknp bukn ttg pembelian raffale di perancis pembelian semua brg impor lainny 😮 jd aneh otakku mikirfokus nya tidak adamalah bawa dlm pikiran negeri kayangan yang terlalu merasa tinggi di dunialupa kalo introspeksi nya kurgdan bs nya salahin negara lain,"['disisi', 'mana', 'ya', 'yang', 'dianggap', 'kehebatan', 'nya', 'menkeu', 'yang', 'baru', 'kalo', 'yang', 'spt', 'ini', 'jg', 'itu', 'mirip', 'de', 'pe', 'ertampilannya', 'saja', 'sengaja', 'ditonjolkanbicara', 'nya', 'msh', 'terasa', 'surga', 'ditelingapikirkan', 'yang', 'benartiap', 'bicara', 'blm', 'tentu', 'diblkg', 'mrk', 'gk', 'senyamsenyum', 'udh', 'buat', 'rakyat', 'terpesona', 'kosongmana', 'hasil', 'sahkan', 'uu', 'perampasan', 'aset', 'kog', 'belok', 'ke', 'arlojinyabini', 'nyatutur', 'katanya', 'yang', 'selangit', 'dan', 'lucunya', 'bicarakan', 'ttg', 'kesalahan', 'negeri', 'lain', 'yaitu', 'cina', 'yang', 'mau', 'investasi', 'di', 'indobukannya', 'masalah', 'utama', 'ada', 'didlm', 'negri', 'qt', 'sendiri', 'kalo', 'qt', 'jual', 'pasti', 'ln', 'atau', 'cina', 'akan', 'dtg', 'belidan', 'lucunya', 'yang', 'diomongkan', 'hanya', 'negara', 'cinacinacinaknp', 'bukn', 'ttg', 'pembelian', 'raffale', 'di', 'perancis', 'pembelian', 'semua', 'brg', 'impor', 'lainny', '😮', 'jd', 'aneh', 'otakku', 'mikirfokus', 'nya', 'tidak', 'adamalah', 'bawa', 'dlm', 'pikiran', 'negeri', 'kayangan', 'yang', 'terlalu', 'merasa', 'tinggi', 'di', 'dunialupa', 'kalo', 'introspeksi', 'nya', 'kurgdan', 'bs', 'nya', 'salahin', 'negara', 'lain']","['disisi', 'dianggap', 'kehebatan', 'menkeu', 'kalo', 'spt', 'ertampilannya', 'sengaja', 'ditonjolkanbicara', 'msh', 'surga', 'ditelingapikirkan', 'benartiap', 'bicara', 'blm', 'diblkg', 'mrk', 'senyamsenyum', 'udh', 'rakyat', 'terpesona', 'kosongmana', 'hasil', 'sahkan', 'perampasan', 'aset', 'kog', 'belok', 'arlojinyabini', 'nyatutur', 'selangit', 'lucunya', 'bicarakan', 'ttg', 'kesalahan', 'negeri', 'cina', 'investasi', 'indobukannya', 'utama', 'didlm', 'negri', 'kalo', 'jual', 'cina', 'dtg', 'belidan', 'lucunya', 'diomongkan', 'negara', 'cinacinacinaknp', 'bukn', 'ttg', 'pembelian', 'raffale', 'perancis', 'pembelian', 'brg', 'impor', 'lainny', 'aneh', 'otakku', 'mikirfokus', 'adamalah', 'bawa', 'dlm', 'pikiran', 'negeri', 'kayangan', 'dunialupa', 'kalo', 'introspeksi', 'kurgdan', 'salahin', 'negara']","['sisi', 'anggap', 'hebat', 'menkeu', 'kalo', 'spt', 'ertampilannya', 'sengaja', 'ditonjolkanbicara', 'msh', 'surga', 'ditelingapikirkan', 'benartiap', 'bicara', 'blm', 'diblkg', 'mrk', 'senyamsenyum', 'udh', 'rakyat', 'pesona', 'kosongmana', 'hasil', 'sahkan', 'ampas', 'aset', 'kog', 'belok', 'arlojinyabini', 'nyatutur', 'langit', 'lucu', 'bicara', 'ttg', 'salah', 'negeri', 'cina', 'investasi', 'indobukannya', 'utama', 'didlm', 'negri', 'kalo', 'jual', 'cina', 'dtg', 'bidan', 'lucu', 'omong', 'negara', 'cinacinacinaknp', 'bukn', 'ttg', 'beli', 'raffale', 'perancis', 'beli', 'brg', 'impor', 'lainny', 'aneh', 'otak', 'mikirfokus', 'adamalah', 'bawa', 'dlm', 'pikir', 'negeri', 'kayangan', 'dunialupa', 'kalo', 'introspeksi', 'kurgdan', 'salahin', 'negara']",sisi anggap hebat menkeu kalo spt ertampilannya sengaja ditonjolkanbicara msh surga ditelingapikirkan benartiap bicara blm diblkg mrk senyamsenyum udh rakyat pesona kosongmana hasil sahkan ampas aset kog belok arlojinyabini nyatutur langit lucu bicara ttg salah negeri cina investasi indobukannya utama didlm negri kalo jual cina dtg bidan lucu omong negara cinacinacinaknp bukn ttg beli raffale perancis beli brg impor lainny aneh otak mikirfokus adamalah bawa dlm pikir negeri kayangan dunialupa kalo introspeksi kurgdan salahin negara
Purbaya Yudhi Sadewa,"Buat UU yang mengatur berapa persen maksimal untuk belanja gaji PNS Pemda, supaya ada efisiensi jumlah PNS, karena Pemda bukan dinas sosial untuk menampung pengangguran apalagi yang pemalas. 🙏",buat uu yang mengatur berapa persen maksimal untuk belanja gaji pns pemda supaya ada efisiensi jumlah pns karena pemda bukan dinas sosial untuk menampung pengangguran apalagi yang pemalas 🙏,buat uu yang mengatur berapa persen maksimal untuk belanja gaji pns pemda supaya ada efisiensi jumlah pns karena pemda bukan dinas sosial untuk menampung pengangguran apalagi yang pemalas 🙏,"['buat', 'uu', 'yang', 'mengatur', 'berapa', 'persen', 'maksimal', 'untuk', 'belanja', 'gaji', 'pns', 'pemda', 'supaya', 'ada', 'efisiensi', 'jumlah', 'pns', 'karena', 'pemda', 'bukan', 'dinas', 'sosial', 'untuk', 'menampung', 'pengangguran', 'apalagi', 'yang', 'pemalas', '🙏']","['mengatur', 'persen', 'maksimal', 'belanja', 'gaji', 'pns', 'pemda', 'efisiensi', 'pns', 'pemda', 'dinas', 'sosial', 'menampung', 'pengangguran', 'pemalas']","['atur', 'persen', 'maksimal', 'belanja', 'gaji', 'pns', 'pemda', 'efisiensi', 'pns', 'pemda', 'dinas', 'sosial', 'tampung', 'anggur', 'malas']",atur persen maksimal belanja gaji pns pemda efisiensi pns pemda dinas sosial tampung anggur malas
Purbaya Yudhi Sadewa,kelemahan indonesia adlh masarakat nya bisa di kendalikan olh uang 50 rbu yaaa too,kelemahan indonesia adlh masarakat nya bisa di kendalikan olh uang rbu yaaa too,kelemahan indonesia adlh masarakat nya bisa di kendalikan olh uang rbu yaaa too,"['kelemahan', 'indonesia', 'adlh', 'masarakat', 'nya', 'bisa', 'di', 'kendalikan', 'olh', 'uang', 'rbu', 'yaaa', 'too']","['kelemahan', 'indonesia', 'adlh', 'masarakat', 'kendalikan', 'olh', 'uang', 'rbu', 'yaaa', 'too']","['lemah', 'indonesia', 'adlh', 'masarakat', 'kendali', 'olh', 'uang', 'rbu', 'yaaa', 'too']",lemah indonesia adlh masarakat kendali olh uang rbu yaaa too
Purbaya Yudhi Sadewa,😂,😂,😂,['😂'],[],[],
Purbaya Yudhi Sadewa,We need to protect this Monster,we need to protect this monster,we need to protect this monster,"['we', 'need', 'to', 'protect', 'this', 'monster']","['need', 'protect', 'this', 'monster']","['need', 'protect', 'this', 'monster']",need protect this monster
Purbaya Yudhi Sadewa,"Walaupun prediksi anda ada yg kena,tp kali ini semoga gk terjadi.",walaupun prediksi anda ada yg kenatp kali ini semoga gk terjadi,walaupun prediksi anda ada yang kenatp kali ini semoga gk terjadi,"['walaupun', 'prediksi', 'anda', 'ada', 'yang', 'kenatp', 'kali', 'ini', 'semoga', 'gk', 'terjadi']","['prediksi', 'kenatp', 'kali', 'semoga']","['prediksi', 'kenatp', 'kali', 'moga']",prediksi kenatp kali moga
Purbaya Yudhi Sadewa,Yg menyodorkan opung Luhut gimana sih,yg menyodorkan opung luhut gimana sih,yang menyodorkan opung luhut gimana sih,"['yang', 'menyodorkan', 'opung', 'luhut', 'gimana', 'sih']","['menyodorkan', 'opung', 'luhut', 'gimana']","['sodor', 'opung', 'luhut', 'gimana']",sodor opung luhut gimana
Purbaya Yudhi Sadewa,"Berarti Erick Tohir yg hrs diperiksa krn waktu Jokowi berkuasa Erick Tohir  yg menjadi mentri bumn,,,,Sri mulyani mengundukan diri sebelum dipecat krn tkt diperiksa",berarti erick tohir yg hrs diperiksa krn waktu jokowi berkuasa erick tohir yg menjadi mentri bumnsri mulyani mengundukan diri sebelum dipecat krn tkt diperiksa,berarti erick tohir yang hrs diperiksa krn waktu jokowi berkuasa erick tohir yang menjadi menteri bumnsri mulyani mengundukan diri sebelum dipecat krn tkt diperiksa,"['berarti', 'erick', 'tohir', 'yang', 'hrs', 'diperiksa', 'krn', 'waktu', 'jokowi', 'berkuasa', 'erick', 'tohir', 'yang', 'menjadi', 'menteri', 'bumnsri', 'mulyani', 'mengundukan', 'diri', 'sebelum', 'dipecat', 'krn', 'tkt', 'diperiksa']","['erick', 'tohir', 'hrs', 'diperiksa', 'krn', 'jokowi', 'berkuasa', 'erick', 'tohir', 'menteri', 'bumnsri', 'mulyani', 'mengundukan', 'dipecat', 'krn', 'tkt', 'diperiksa']","['erick', 'tohir', 'hrs', 'periksa', 'krn', 'jokowi', 'kuasa', 'erick', 'tohir', 'menteri', 'bumnsri', 'mulyani', 'mengundukan', 'pecat', 'krn', 'tkt', 'periksa']",erick tohir hrs periksa krn jokowi kuasa erick tohir menteri bumnsri mulyani mengundukan pecat krn tkt periksa
Purbaya Yudhi Sadewa,Lagi lagi orang pintar bikin judul membosankan,lagi lagi orang pintar bikin judul membosankan,lagi lagi orang pintar bikin judul membosankan,"['lagi', 'lagi', 'orang', 'pintar', 'bikin', 'judul', 'membosankan']","['orang', 'pintar', 'bikin', 'judul', 'membosankan']","['orang', 'pintar', 'bikin', 'judul', 'bosan']",orang pintar bikin judul bosan
Purbaya Yudhi Sadewa,Ya Allah  lindungilah  orang orang yg baik. Di negara kita ini jauhkan dari  orang  dholim semoga dgn ada pemimpin  yg amanah ini indonesia menjadi   terang benderang biar rakyat  tenang dan aman selamat menjalankan  tugas pak  pur,ya allah lindungilah orang orang yg baik di negara kita ini jauhkan dari orang dholim semoga dgn ada pemimpin yg amanah ini indonesia menjadi terang benderang biar rakyat tenang dan aman selamat menjalankan tugas pak pur,ya allah lindungilah orang orang yang baik di negara kita ini jauhkan dari orang dholim semoga dengan ada pemimpin yang amanah ini indonesia menjadi terang benderang biar rakyat tenang dan aman selamat menjalankan tugas bapak pur,"['ya', 'allah', 'lindungilah', 'orang', 'orang', 'yang', 'baik', 'di', 'negara', 'kita', 'ini', 'jauhkan', 'dari', 'orang', 'dholim', 'semoga', 'dengan', 'ada', 'pemimpin', 'yang', 'amanah', 'ini', 'indonesia', 'menjadi', 'terang', 'benderang', 'biar', 'rakyat', 'tenang', 'dan', 'aman', 'selamat', 'menjalankan', 'tugas', 'bapak', 'pur']","['allah', 'lindungilah', 'orang', 'orang', 'negara', 'jauhkan', 'orang', 'dholim', 'semoga', 'pemimpin', 'amanah', 'indonesia', 'terang', 'benderang', 'biar', 'rakyat', 'tenang', 'aman', 'selamat', 'menjalankan', 'tugas', 'pur']","['allah', 'lindung', 'orang', 'orang', 'negara', 'jauh', 'orang', 'dholim', 'moga', 'pimpin', 'amanah', 'indonesia', 'terang', 'benderang', 'biar', 'rakyat', 'tenang', 'aman', 'selamat', 'jalan', 'tugas', 'pur']",allah lindung orang orang negara jauh orang dholim moga pimpin amanah indonesia terang benderang biar rakyat tenang aman selamat jalan tugas pur
Purbaya Yudhi Sadewa,"Belum ada tanda2 ekonomi rakyat kecil membaik.... Dapat 100.000/hari /kk tapi biaya hidup 200,000/hari/kk",belum ada tanda ekonomi rakyat kecil membaik dapat hari kk tapi biaya hidup harikk,belum ada tanda ekonomi rakyat kecil membaik dapat hari kk tapi biaya hidup harikk,"['belum', 'ada', 'tanda', 'ekonomi', 'rakyat', 'kecil', 'membaik', 'dapat', 'hari', 'kk', 'tapi', 'biaya', 'hidup', 'harikk']","['tanda', 'ekonomi', 'rakyat', 'membaik', 'biaya', 'hidup', 'harikk']","['tanda', 'ekonomi', 'rakyat', 'baik', 'biaya', 'hidup', 'harikk']",tanda ekonomi rakyat baik biaya hidup harikk
Purbaya Yudhi Sadewa,Souzon SAJA anda... Lihat saja dulu,souzon saja anda lihat saja dulu,souzon saja anda lihat saja dulu,"['souzon', 'saja', 'anda', 'lihat', 'saja', 'dulu']","['souzon', 'lihat']","['souzon', 'lihat']",souzon lihat
Purbaya Yudhi Sadewa,"HARUSNYA 80% APBN bukan dari Pajak ttp dari Sumber daya alam Nusantara. Nggak heran rakyat nya sengsara diperas penguasa, sedangkan para penguasa berpesta pora dg dana besar dari Sumber Alam. GILA BGT KAN.... Smg byk yg sadar",harusnya apbn bukan dari pajak ttp dari sumber daya alam nusantara nggak heran rakyat nya sengsara diperas penguasa sedangkan para penguasa berpesta pora dg dana besar dari sumber alam gila bgt kan smg byk yg sadar,harusnya apbn bukan dari pajak tetap dari sumber daya alam nusantara nggak heran rakyat nya sengsara diperas penguasa sedangkan para penguasa berpesta pora dg dana besar dari sumber alam gila banget kan semoga byk yang sadar,"['harusnya', 'apbn', 'bukan', 'dari', 'pajak', 'tetap', 'dari', 'sumber', 'daya', 'alam', 'nusantara', 'nggak', 'heran', 'rakyat', 'nya', 'sengsara', 'diperas', 'penguasa', 'sedangkan', 'para', 'penguasa', 'berpesta', 'pora', 'dg', 'dana', 'besar', 'dari', 'sumber', 'alam', 'gila', 'banget', 'kan', 'semoga', 'byk', 'yang', 'sadar']","['apbn', 'pajak', 'sumber', 'daya', 'alam', 'nusantara', 'nggak', 'heran', 'rakyat', 'sengsara', 'diperas', 'penguasa', 'penguasa', 'berpesta', 'pora', 'dana', 'sumber', 'alam', 'gila', 'banget', 'semoga', 'byk', 'sadar']","['apbn', 'pajak', 'sumber', 'daya', 'alam', 'nusantara', 'nggak', 'heran', 'rakyat', 'sengsara', 'peras', 'kuasa', 'kuasa', 'pesta', 'pora', 'dana', 'sumber', 'alam', 'gila', 'banget', 'moga', 'byk', 'sadar']",apbn pajak sumber daya alam nusantara nggak heran rakyat sengsara peras kuasa kuasa pesta pora dana sumber alam gila banget moga byk sadar
Purbaya Yudhi Sadewa,Banyak mafia yg tidak suka sama menkeu yg baru... 😢😢😢😢,banyak mafia yg tidak suka sama menkeu yg baru 😢😢😢😢,banyak mafia yang tidak suka sama menkeu yang baru 😢😢😢😢,"['banyak', 'mafia', 'yang', 'tidak', 'suka', 'sama', 'menkeu', 'yang', 'baru', '😢😢😢😢']","['mafia', 'suka', 'menkeu', '😢😢😢😢']","['mafia', 'suka', 'menkeu', '']",mafia suka menkeu 
Purbaya Yudhi Sadewa,Termul banyak kepanasan😂😂😂,termul banyak kepanasan😂😂😂,termul banyak kepanasan😂😂😂,"['termul', 'banyak', 'kepanasan😂😂😂']","['termul', 'kepanasan😂😂😂']","['termul', 'panas']",termul panas
Purbaya Yudhi Sadewa,semakin tinggi pohon semakin kencang tiupannya,semakin tinggi pohon semakin kencang tiupannya,semakin tinggi pohon semakin kencang tiupannya,"['semakin', 'tinggi', 'pohon', 'semakin', 'kencang', 'tiupannya']","['pohon', 'kencang', 'tiupannya']","['pohon', 'kencang', 'tiup']",pohon kencang tiup
Purbaya Yudhi Sadewa,"Saya sangat berharap ada perubahan system pajak kendaraan yg bagi saya itu gk masuk akal,. Dimana ada pajak 5 tahunan, yg nominalnya gede bgt dibandingin sama harga motor, terus pajak tahunan yg selalu sama kadang malah naik padahal harga motor uda turun,. Itu semua gk masuk akal,.",saya sangat berharap ada perubahan system pajak kendaraan yg bagi saya itu gk masuk akal dimana ada pajak tahunan yg nominalnya gede bgt dibandingin sama harga motor terus pajak tahunan yg selalu sama kadang malah naik padahal harga motor uda turun itu semua gk masuk akal,saya sangat berharap ada perubahan system pajak kendaraan yang bagi saya itu gk masuk akal dimana ada pajak tahunan yang nominalnya gede banget dibandingin sama harga motor terus pajak tahunan yang selalu sama kadang malah naik padahal harga motor uda turun itu semua gk masuk akal,"['saya', 'sangat', 'berharap', 'ada', 'perubahan', 'system', 'pajak', 'kendaraan', 'yang', 'bagi', 'saya', 'itu', 'gk', 'masuk', 'akal', 'dimana', 'ada', 'pajak', 'tahunan', 'yang', 'nominalnya', 'gede', 'banget', 'dibandingin', 'sama', 'harga', 'motor', 'terus', 'pajak', 'tahunan', 'yang', 'selalu', 'sama', 'kadang', 'malah', 'naik', 'padahal', 'harga', 'motor', 'uda', 'turun', 'itu', 'semua', 'gk', 'masuk', 'akal']","['berharap', 'perubahan', 'system', 'pajak', 'kendaraan', 'masuk', 'akal', 'dimana', 'pajak', 'tahunan', 'nominalnya', 'gede', 'banget', 'dibandingin', 'harga', 'motor', 'pajak', 'tahunan', 'kadang', 'harga', 'motor', 'uda', 'turun', 'masuk', 'akal']","['harap', 'ubah', 'system', 'pajak', 'kendara', 'masuk', 'akal', 'mana', 'pajak', 'tahun', 'nominal', 'gede', 'banget', 'dibandingin', 'harga', 'motor', 'pajak', 'tahun', 'kadang', 'harga', 'motor', 'uda', 'turun', 'masuk', 'akal']",harap ubah system pajak kendara masuk akal mana pajak tahun nominal gede banget dibandingin harga motor pajak tahun kadang harga motor uda turun masuk akal
Purbaya Yudhi Sadewa,Analisa Guru Gembul emang berkelasssss.....,analisa guru gembul emang berkelasssss,analisa guru gembul emang berkelasssss,"['analisa', 'guru', 'gembul', 'emang', 'berkelasssss']","['analisa', 'guru', 'gembul', 'emang', 'berkelasssss']","['analisa', 'guru', 'gembul', 'emang', 'berkelasssss']",analisa guru gembul emang berkelasssss
Purbaya Yudhi Sadewa,"Gimana kalo 
Mafia VS Mafia..
Mafia Migas Indonesia kuat..
Tapi bukan yang terkuat di seluruh Dunia..
Dan Prabowo tau itu...",gimana kalo mafia vs mafia mafia migas indonesia kuat tapi bukan yang terkuat di seluruh dunia dan prabowo tau itu,gimana kalo mafia vs mafia mafia migas indonesia kuat tapi bukan yang terkuat di seluruh dunia dan prabowo tau itu,"['gimana', 'kalo', 'mafia', 'vs', 'mafia', 'mafia', 'migas', 'indonesia', 'kuat', 'tapi', 'bukan', 'yang', 'terkuat', 'di', 'seluruh', 'dunia', 'dan', 'prabowo', 'tau', 'itu']","['gimana', 'kalo', 'mafia', 'mafia', 'mafia', 'migas', 'indonesia', 'kuat', 'terkuat', 'dunia', 'prabowo', 'tau']","['gimana', 'kalo', 'mafia', 'mafia', 'mafia', 'migas', 'indonesia', 'kuat', 'kuat', 'dunia', 'prabowo', 'tau']",gimana kalo mafia mafia mafia migas indonesia kuat kuat dunia prabowo tau
Purbaya Yudhi Sadewa,Team pa purbaya 💪🔥,team pa purbaya 💪🔥,team pa purbaya 💪🔥,"['team', 'pa', 'purbaya', '💪🔥']","['team', 'purbaya']","['team', 'purbaya']",team purbaya
Purbaya Yudhi Sadewa,Bukan hnya salah dan kliru... tp gedabrus ente mbul,bukan hnya salah dan kliru tp gedabrus ente mbul,bukan hnya salah dan kliru tp gedabrus ente mbul,"['bukan', 'hnya', 'salah', 'dan', 'kliru', 'tp', 'gedabrus', 'ente', 'mbul']","['hnya', 'salah', 'kliru', 'gedabrus', 'ente', 'mbul']","['hnya', 'salah', 'kliru', 'gedabrus', 'ente', 'mbul']",hnya salah kliru gedabrus ente mbul
Purbaya Yudhi Sadewa,"Zaman Pak Prabowo sih keren cuman sayang Hargo singkong anjlok parah potongan gede Petani singkong ancur zaman sekarang ini
Impor Tapioka terus jalan
Bahkan kuota import full",zaman pak prabowo sih keren cuman sayang hargo singkong anjlok parah potongan gede petani singkong ancur zaman sekarang ini impor tapioka terus jalan bahkan kuota import full,zaman bapak prabowo sih keren cuman sayang hargo singkong anjlok parah potongan gede petani singkong ancur zaman sekarang ini impor tapioka terus jalan bahkan kuota import full,"['zaman', 'bapak', 'prabowo', 'sih', 'keren', 'cuman', 'sayang', 'hargo', 'singkong', 'anjlok', 'parah', 'potongan', 'gede', 'petani', 'singkong', 'ancur', 'zaman', 'sekarang', 'ini', 'impor', 'tapioka', 'terus', 'jalan', 'bahkan', 'kuota', 'import', 'full']","['zaman', 'prabowo', 'keren', 'cuman', 'sayang', 'hargo', 'singkong', 'anjlok', 'parah', 'potongan', 'gede', 'petani', 'singkong', 'ancur', 'zaman', 'impor', 'tapioka', 'jalan', 'kuota', 'import', 'full']","['zaman', 'prabowo', 'keren', 'cuman', 'sayang', 'hargo', 'singkong', 'anjlok', 'parah', 'potong', 'gede', 'tani', 'singkong', 'ancur', 'zaman', 'impor', 'tapioka', 'jalan', 'kuota', 'import', 'full']",zaman prabowo keren cuman sayang hargo singkong anjlok parah potong gede tani singkong ancur zaman impor tapioka jalan kuota import full
Purbaya Yudhi Sadewa,"Kemarin di awal
BEM SI pingin copot pak Purbaya pertanyaannya BEM Si itu siapa yang suruh usil saat Demo kemarin",kemarin di awal bem si pingin copot pak purbaya pertanyaannya bem si itu siapa yang suruh usil saat demo kemarin,kemarin di awal bem si pingin copot bapak purbaya pertanyaannya bem si itu siapa yang suruh usil saat demo kemarin,"['kemarin', 'di', 'awal', 'bem', 'si', 'pingin', 'copot', 'bapak', 'purbaya', 'pertanyaannya', 'bem', 'si', 'itu', 'siapa', 'yang', 'suruh', 'usil', 'saat', 'demo', 'kemarin']","['kemarin', 'bem', 'pingin', 'copot', 'purbaya', 'pertanyaannya', 'bem', 'suruh', 'usil', 'demo', 'kemarin']","['kemarin', 'bem', 'pingin', 'copot', 'purbaya', 'tanya', 'bem', 'suruh', 'usil', 'demo', 'kemarin']",kemarin bem pingin copot purbaya tanya bem suruh usil demo kemarin
Purbaya Yudhi Sadewa,Ayo dukung metri keuang nkri. Ajar siapa. Mui. Bahlil ompung. P. Dpr. Orgagi. Bersatu. M. Keuanga. Nkri. Mrdeka.,ayo dukung metri keuang nkri ajar siapa mui bahlil ompung p dpr orgagi bersatu m keuanga nkri mrdeka,ayo dukung metri keuang nkri ajar siapa mui bahlil ompung p dpr orgagi bersatu m keuanga nkri mrdeka,"['ayo', 'dukung', 'metri', 'keuang', 'nkri', 'ajar', 'siapa', 'mui', 'bahlil', 'ompung', 'p', 'dpr', 'orgagi', 'bersatu', 'm', 'keuanga', 'nkri', 'mrdeka']","['ayo', 'dukung', 'metri', 'keuang', 'nkri', 'ajar', 'mui', 'bahlil', 'ompung', 'dpr', 'orgagi', 'bersatu', 'keuanga', 'nkri', 'mrdeka']","['ayo', 'dukung', 'metri', 'uang', 'nkri', 'ajar', 'mui', 'bahlil', 'ompung', 'dpr', 'orgagi', 'satu', 'keuanga', 'nkri', 'mrdeka']",ayo dukung metri uang nkri ajar mui bahlil ompung dpr orgagi satu keuanga nkri mrdeka
